Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
13;05;01;09;;;APORTE FISCAL;19838422;0
13;05;01;09;01;;Libre;19838422;0
13;05;01;10;;;VENTA DE ACTIVOS NO FINANCIEROS;60770;0
13;05;01;10;03;;Vehículos;60770;0
13;05;01;12;;;RECUPERACIÓN DE PRÉSTAMOS;10;0
13;05;01;12;10;;Ingresos por Percibir;10;0
13;05;01;21;;;GASTOS EN PERSONAL;14162866;0
13;05;01;22;;;BIENES Y SERVICIOS DE CONSUMO;4586794;0
13;05;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
13;05;01;23;03;;Prestaciones Sociales del Empleador;10;0
13;05;01;24;;;TRANSFERENCIAS CORRIENTES;10;0
13;05;01;24;01;;Al Sector Privado;10;0
13;05;01;24;01;006;Otras Transferencias;10;0
13;05;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;875385;0
13;05;01;29;03;;Vehículos;303850;0
13;05;01;29;06;;Equipos Informáticos;317137;0
13;05;01;29;07;;Programas Informáticos;254398;0
13;05;01;31;;;INICIATIVAS DE INVERSIÓN;274137;0
13;05;01;31;02;;Proyectos;274137;0
