Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
16;30;01;05;;;TRANSFERENCIAS CORRIENTES;133035674;0
16;30;01;05;02;;Del Gobierno Central;133035674;0
16;30;01;05;02;007;Fondo Nacional de Salud - Atención Primaria;49377826;0
16;30;01;05;02;008;Fondo Nacional de Salud - Prestaciones Valoradas;34822466;0
16;30;01;05;02;009;Fondo Nacional de Salud - Prestaciones Institucionales;48493322;0
16;30;01;05;02;010;Subsecretaría de Salud Pública;342060;0
16;30;01;06;;;RENTAS DE LA PROPIEDAD;6313;0
16;30;01;07;;;INGRESOS DE OPERACIÓN;1433304;0
16;30;01;08;;;OTROS INGRESOS CORRIENTES;2407385;0
16;30;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;1628847;0
16;30;01;08;02;;Multas y Sanciones Pecuniarias;1673;0
16;30;01;08;99;;Otros;776865;0
16;30;01;12;;;RECUPERACIÓN DE PRÉSTAMOS;371399;0
16;30;01;12;10;;Ingresos por Percibir;371399;0
16;30;01;15;;;SALDO INICIAL DE CAJA;15155;0
16;30;01;21;;;GASTOS EN PERSONAL;65565686;0
16;30;01;22;;;BIENES Y SERVICIOS DE CONSUMO;30733956;0
16;30;01;24;;;TRANSFERENCIAS CORRIENTES;40755198;0
16;30;01;24;01;;Al Sector Privado;4294;0
16;30;01;24;01;461;Centros de Prevención de Alcoholismo y Salud Mental;4294;0
16;30;01;24;03;;A Otras Entidades Públicas;40750904;0
16;30;01;24;03;298;Atención Primaria, Ley N° 19.378;40750904;0
16;30;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;199212;0
16;30;01;29;04;;Mobiliario y Otros;199212;0
16;30;01;35;;;SALDO FINAL DE CAJA;15178;0
