Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
10;03;01;07;;;INGRESOS DE OPERACIÓN;15392;0
10;03;01;07;02;;Venta de Servicios;15392;0
10;03;01;08;;;OTROS INGRESOS CORRIENTES;374890;0
10;03;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;333045;0
10;03;01;08;99;;Otros;41845;0
10;03;01;09;;;APORTE FISCAL;39767182;0
10;03;01;09;01;;Libre;39767182;0
10;03;01;21;;;GASTOS EN PERSONAL;27035008;0
10;03;01;22;;;BIENES Y SERVICIOS DE CONSUMO;12900223;0
10;03;01;24;;;TRANSFERENCIAS CORRIENTES;32966;0
10;03;01;24;01;;Al Sector Privado;32966;0
10;03;01;24;01;275;Pericias Médico-Legales D.L. N° 3.504/80;32966;0
10;03;01;25;;;INTEGROS AL FISCO;1685;0
10;03;01;25;01;;Impuestos;1685;0
10;03;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;187582;0
10;03;01;29;03;;Vehículos;127720;0
10;03;01;29;04;;Mobiliario y Otros;59862;0
