Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
22;01;01;08;;;OTROS INGRESOS CORRIENTES;33036;0
22;01;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;33036;0
22;01;01;09;;;APORTE FISCAL;8730492;0
22;01;01;09;01;;Libre;8730492;0
22;01;01;15;;;SALDO INICIAL DE CAJA;1000;0
22;01;01;21;;;GASTOS EN PERSONAL;7264853;0
22;01;01;22;;;BIENES Y SERVICIOS DE CONSUMO;1424294;0
22;01;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;74381;0
22;01;01;29;04;;Mobiliario y Otros;8624;0
22;01;01;29;05;;Máquinas y Equipos;3364;0
22;01;01;29;06;;Equipos Informáticos;30319;0
22;01;01;29;07;;Programas Informáticos;32074;0
22;01;01;34;;;SERVICIO DE LA DEUDA;1000;0
22;01;01;34;07;;Deuda Flotante;1000;0
