Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
24;01;04;08;;;OTROS INGRESOS CORRIENTES;30;0
24;01;04;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;10;0
24;01;04;08;02;;Multas y Sanciones Pecuniarias;10;0
24;01;04;08;99;;Otros;10;0
24;01;04;09;;;APORTE FISCAL;7421467;0
24;01;04;09;01;;Libre;7421467;0
24;01;04;21;;;GASTOS EN PERSONAL;194545;0
24;01;04;22;;;BIENES Y SERVICIOS DE CONSUMO;56537;0
24;01;04;24;;;TRANSFERENCIAS CORRIENTES;1215613;0
24;01;04;24;03;;A Otras Entidades Públicas;1215613;0
24;01;04;24;03;004;Aplicación Programa Energización Rural y Social;1215613;0
24;01;04;33;;;TRANSFERENCIAS DE CAPITAL;5954802;0
24;01;04;33;02;;Al Gobierno Central;5954802;0
24;01;04;33;02;002;Subsecretaría de Desarrollo Regional y Administrativo - Programa 05;5954802;0
