Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
19;01;04;07;;;INGRESOS DE OPERACIÓN;11991;0
19;01;04;08;;;OTROS INGRESOS CORRIENTES;11909;0
19;01;04;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;10662;0
19;01;04;08;99;;Otros;1247;0
19;01;04;09;;;APORTE FISCAL;11843207;0
19;01;04;09;01;;Libre;11843207;0
19;01;04;15;;;SALDO INICIAL DE CAJA;1000;0
19;01;04;21;;;GASTOS EN PERSONAL;2190261;0
19;01;04;22;;;BIENES Y SERVICIOS DE CONSUMO;905872;0
19;01;04;25;;;INTEGROS AL FISCO;4597;0
19;01;04;25;01;;Impuestos;4597;0
19;01;04;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;71097;0
19;01;04;29;04;;Mobiliario y Otros;3207;0
19;01;04;29;05;;Máquinas y Equipos;5346;0
19;01;04;29;06;;Equipos Informáticos;9622;0
19;01;04;29;07;;Programas Informáticos;52922;0
19;01;04;31;;;INICIATIVAS DE INVERSIÓN;8694280;0
19;01;04;31;02;;Proyectos;8694280;0
19;01;04;34;;;SERVICIO DE LA DEUDA;1000;0
19;01;04;34;07;;Deuda Flotante;1000;0
19;01;04;35;;;SALDO FINAL DE CAJA;1000;0
