Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
08;01;01;08;;;OTROS INGRESOS CORRIENTES;180975;0
08;01;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;52405;0
08;01;01;08;99;;Otros;128570;0
08;01;01;09;;;APORTE FISCAL;10388699;0
08;01;01;09;01;;Libre;9575699;0
08;01;01;09;03;;Servicio de la Deuda Externa;813000;0
08;01;01;21;;;GASTOS EN PERSONAL;6013413;0
08;01;01;22;;;BIENES Y SERVICIOS DE CONSUMO;2187530;0
08;01;01;24;;;TRANSFERENCIAS CORRIENTES;780382;0
08;01;01;24;01;;Al Sector Privado;103000;0
08;01;01;24;01;004;Consejo Superior de la Hípica Nacional;103000;0
08;01;01;24;02;;Al Gobierno Central;609000;0
08;01;01;24;02;002;Secretaría y Administración General y Servicio Exterior - RREE;609000;0
08;01;01;24;07;;A Organismos Internacionales;68382;0
08;01;01;24;07;001;Grupo de Acción Financiera de Sudamérica contra el Lavado de Activos;30941;0
08;01;01;24;07;002;Foro Internacional de Fondos Soberanos;35000;0
08;01;01;24;07;007;Red Internacional de Educación Financiera - OCDE;2441;0
08;01;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;192668;0
08;01;01;29;05;;Máquinas y Equipos;20600;0
08;01;01;29;06;;Equipos Informáticos;78692;0
08;01;01;29;07;;Programas Informáticos;93376;0
08;01;01;31;;;INICIATIVAS DE INVERSIÓN;582681;0
08;01;01;31;02;;Proyectos;582681;0
08;01;01;34;;;SERVICIO DE LA DEUDA;813000;0
08;01;01;34;02;;Amortización Deuda Externa;813000;0
