Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
12;04;01;06;;;RENTAS DE LA PROPIEDAD;5356;0
12;04;01;07;;;INGRESOS DE OPERACIÓN;5459000;0
12;04;01;08;;;OTROS INGRESOS CORRIENTES;97850;0
12;04;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;82400;0
12;04;01;08;99;;Otros;15450;0
12;04;01;09;;;APORTE FISCAL;13338078;0
12;04;01;09;01;;Libre;13338078;0
12;04;01;10;;;VENTA DE ACTIVOS NO FINANCIEROS;62;0
12;04;01;10;04;;Mobiliario y Otros;62;0
12;04;01;12;;;RECUPERACIÓN DE PRÉSTAMOS;10300;0
12;04;01;12;10;;Ingresos por Percibir;10300;0
12;04;01;15;;;SALDO INICIAL DE CAJA;10000;0
12;04;01;21;;;GASTOS EN PERSONAL;11831776;0
12;04;01;22;;;BIENES Y SERVICIOS DE CONSUMO;1174074;0
12;04;01;24;;;TRANSFERENCIAS CORRIENTES;116420;0
12;04;01;24;01;;Al Sector Privado;116420;0
12;04;01;24;01;001;Centro de Aguas para Zonas Aridas y Semiáridas de América Latina y el Caribe;116420;0
12;04;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;201233;0
12;04;01;29;04;;Mobiliario y Otros;4099;0
12;04;01;29;05;;Máquinas y Equipos;84038;0
12;04;01;29;06;;Equipos Informáticos;12374;0
12;04;01;29;07;;Programas Informáticos;100722;0
12;04;01;31;;;INICIATIVAS DE INVERSIÓN;5586143;0
12;04;01;31;01;;Estudios Básicos;1684205;0
12;04;01;31;02;;Proyectos;3901938;0
12;04;01;34;;;SERVICIO DE LA DEUDA;1000;0
12;04;01;34;07;;Deuda Flotante;1000;0
12;04;01;35;;;SALDO FINAL DE CAJA;10000;0
