Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
16;10;01;05;;;TRANSFERENCIAS CORRIENTES;14333586;0
16;10;01;05;02;;Del Gobierno Central;14333586;0
16;10;01;05;02;002;Sistema de Protección Integral a la Infancia;14333586;0
16;10;01;08;;;OTROS INGRESOS CORRIENTES;62412;0
16;10;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;33597;0
16;10;01;08;99;;Otros;28815;0
16;10;01;09;;;APORTE FISCAL;79499652;0
16;10;01;09;01;;Libre;79499652;0
16;10;01;13;;;TRANSFERENCIAS PARA GASTOS DE CAPITAL;27202406;0
16;10;01;13;02;;Del Gobierno Central;27202406;0
16;10;01;13;02;001;IVA Concesiones Hospitalarias;27202406;0
16;10;01;15;;;SALDO INICIAL DE CAJA;1000;0
16;10;01;21;;;GASTOS EN PERSONAL;12234421;0
16;10;01;22;;;BIENES Y SERVICIOS DE CONSUMO;17754437;0
16;10;01;24;;;TRANSFERENCIAS CORRIENTES;27064780;0
16;10;01;24;01;;Al Sector Privado;14333586;0
16;10;01;24;01;011;Programa de Apoyo al Recién Nacido;14333586;0
16;10;01;24;03;;A Otras Entidades Públicas;12731194;0
16;10;01;24;03;396;Programa Campaña de Invierno;2061902;0
16;10;01;24;03;400;Atención Primaria, Ley N° 20.645 Trato Usuario;10669292;0
16;10;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1426689;0
16;10;01;29;04;;Mobiliario y Otros;20648;0
16;10;01;29;05;;Máquinas y Equipos;8265;0
16;10;01;29;06;;Equipos Informáticos;29982;0
16;10;01;29;07;;Programas Informáticos;1367794;0
16;10;01;33;;;TRANSFERENCIAS DE CAPITAL;62616729;0
16;10;01;33;01;;Al Sector Privado;57126829;0
16;10;01;33;01;003;Reintegro Crédito IVA Concesiones;27202406;0
16;10;01;33;01;004;Subsidio Fijo a la Construcción;29924423;0
16;10;01;33;03;;A Otras Entidades Públicas;5489900;0
16;10;01;33;03;001;Hospital Clínico Universidad de Chile;5489900;0
16;10;01;34;;;SERVICIO DE LA DEUDA;1000;0
16;10;01;34;07;;Deuda Flotante;1000;0
16;10;01;35;;;SALDO FINAL DE CAJA;1000;0
