Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
24;02;01;07;;;INGRESOS DE OPERACIÓN;1395;0
24;02;01;08;;;OTROS INGRESOS CORRIENTES;32618;0
24;02;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;31889;0
24;02;01;08;99;;Otros;729;0
24;02;01;09;;;APORTE FISCAL;6106272;0
24;02;01;09;01;;Libre;6106272;0
24;02;01;10;;;VENTA DE ACTIVOS NO FINANCIEROS;756;0
24;02;01;10;04;;Mobiliario y Otros;378;0
24;02;01;10;06;;Equipos Informáticos;378;0
24;02;01;21;;;GASTOS EN PERSONAL;4534553;0
24;02;01;22;;;BIENES Y SERVICIOS DE CONSUMO;1424642;0
24;02;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;181846;0
24;02;01;29;04;;Mobiliario y Otros;16223;0
24;02;01;29;06;;Equipos Informáticos;29376;0
24;02;01;29;07;;Programas Informáticos;136247;0
