Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
07;07;01;05;;;TRANSFERENCIAS CORRIENTES;4535295;0
07;07;01;05;02;;Del Gobierno Central;4535295;0
07;07;01;05;02;001;Subsecretaría de Prevención del Delito;789224;0
07;07;01;05;02;003;Oficina de Estudios y Políticas Agrarias;525349;0
07;07;01;05;02;004;Programa de Modernización del Estado-BID;1884967;0
07;07;01;05;02;008;Fondo de Innovación para la Competitividad;424875;0
07;07;01;05;02;009;Subsecretaría de Economía;431113;0
07;07;01;05;02;016;Subsecretaría de Evaluación Social;278469;0
07;07;01;05;02;017;Secretaría y Administración General y Servicio Exterior;194088;0
07;07;01;05;02;129;Subsecretaria de Turismo;7210;0
07;07;01;06;;;RENTAS DE LA PROPIEDAD;5999;0
07;07;01;07;;;INGRESOS DE OPERACIÓN;198218;0
07;07;01;08;;;OTROS INGRESOS CORRIENTES;488489;0
07;07;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;488489;0
07;07;01;09;;;APORTE FISCAL;34009640;0
07;07;01;09;01;;Libre;34009640;0
07;07;01;10;;;VENTA DE ACTIVOS NO FINANCIEROS;1250;0
07;07;01;10;04;;Mobiliario y Otros;1250;0
07;07;01;12;;;RECUPERACIÓN DE PRÉSTAMOS;99110;0
07;07;01;12;10;;Ingresos por Percibir;99110;0
07;07;01;15;;;SALDO INICIAL DE CAJA;10;0
07;07;01;21;;;GASTOS EN PERSONAL;19982294;0
07;07;01;22;;;BIENES Y SERVICIOS DE CONSUMO;1436520;0
07;07;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
07;07;01;23;03;;Prestaciones Sociales del Empleador;10;0
07;07;01;24;;;TRANSFERENCIAS CORRIENTES;16174661;0
07;07;01;24;03;;A Otras Entidades Públicas;16174661;0
07;07;01;24;03;475;Programa de Estadísticas Contínuas Intercensales Agrícolas;525349;0
07;07;01;24;03;477;Índice de Costo al Transporte Terrestre;357249;0
07;07;01;24;03;492;Programa de Estadísticas Económicas;6676034;0
07;07;01;24;03;493;Programa de Infraestructura Estadística;1811599;0
07;07;01;24;03;494;Programa de Estadísticas de Hogares;1958023;0
07;07;01;24;03;496;Programa de Producción con Convenios;198218;0
07;07;01;24;03;497;Proyecto de Modernización Institucional;638243;0
07;07;01;24;03;498;Encuesta Nacional de Innovación;424875;0
07;07;01;24;03;499;Encuesta de Microemprendimiento;431113;0
07;07;01;24;03;501;Encuesta CASEN;278469;0
07;07;01;24;03;502;Encuesta Nacional Urbana de Seguridad Ciudadana;789224;0
07;07;01;24;03;600;Programa de Modernización del Estado-BID;1884967;0
07;07;01;24;03;606;Directorio de Actividades Características del Turismo;7210;0
07;07;01;24;03;607;Registro de Chilenos en el Exterior;194088;0
07;07;01;25;;;INTEGROS AL FISCO;10;0
07;07;01;25;01;;Impuestos;10;0
07;07;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1744516;0
07;07;01;29;03;;Vehículos;104566;0
07;07;01;29;04;;Mobiliario y Otros;60399;0
07;07;01;29;05;;Máquinas y Equipos;68669;0
07;07;01;29;06;;Equipos Informáticos;693805;0
07;07;01;29;07;;Programas Informáticos;817077;0
