Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
07;08;01;08;;;OTROS INGRESOS CORRIENTES;46413;0
07;08;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;43838;0
07;08;01;08;99;;Otros;2575;0
07;08;01;09;;;APORTE FISCAL;6529437;0
07;08;01;09;01;;Libre;6529437;0
07;08;01;21;;;GASTOS EN PERSONAL;5097271;0
07;08;01;22;;;BIENES Y SERVICIOS DE CONSUMO;1369788;0
07;08;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;108791;0
07;08;01;29;04;;Mobiliario y Otros;2060;0
07;08;01;29;05;;Máquinas y Equipos;2060;0
07;08;01;29;06;;Equipos Informáticos;4277;0
07;08;01;29;07;;Programas Informáticos;100394;0
