Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
13;04;05;09;;;APORTE FISCAL;14178328;0
13;04;05;09;01;;Libre;14178328;0
13;04;05;12;;;RECUPERACIÓN DE PRÉSTAMOS;10;0
13;04;05;12;10;;Ingresos por Percibir;10;0
13;04;05;21;;;GASTOS EN PERSONAL;9805427;0
13;04;05;22;;;BIENES Y SERVICIOS DE CONSUMO;4127393;0
13;04;05;24;;;TRANSFERENCIAS CORRIENTES;115079;0
13;04;05;24;01;;Al Sector Privado;103175;0
13;04;05;24;01;001;Programa Tuberculosis Bovina;103175;0
13;04;05;24;07;;A Organismos Internacionales;11904;0
13;04;05;24;07;005;Comité Veterinario Permanente del Cono Sur;11904;0
13;04;05;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;130439;0
13;04;05;29;07;;Programas Informáticos;130439;0
