Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
15;02;01;05;;;TRANSFERENCIAS CORRIENTES;1437159;0
15;02;01;05;02;;Del Gobierno Central;1437159;0
15;02;01;05;02;006;Programa de Modernización del Estado-BID;1437159;0
15;02;01;07;;;INGRESOS DE OPERACIÓN;355350;0
15;02;01;08;;;OTROS INGRESOS CORRIENTES;1787185;0
15;02;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;1761300;0
15;02;01;08;99;;Otros;25885;0
15;02;01;09;;;APORTE FISCAL;63395645;0
15;02;01;09;01;;Libre;63395645;0
15;02;01;10;;;VENTA DE ACTIVOS NO FINANCIEROS;21383;0
15;02;01;10;03;;Vehículos;21383;0
15;02;01;15;;;SALDO INICIAL DE CAJA;48000;0
15;02;01;21;;;GASTOS EN PERSONAL;51587321;0
15;02;01;22;;;BIENES Y SERVICIOS DE CONSUMO;12916909;0
15;02;01;24;;;TRANSFERENCIAS CORRIENTES;1440659;0
15;02;01;24;03;;A Otras Entidades Públicas;1437159;0
15;02;01;24;03;001;Programa de Modernización del Estado-BID;1437159;0
15;02;01;24;07;;A Organismos Internacionales;3500;0
15;02;01;24;07;001;Organismos Internacionales;3500;0
15;02;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1047833;0
15;02;01;29;03;;Vehículos;96202;0
15;02;01;29;04;;Mobiliario y Otros;121540;0
15;02;01;29;05;;Máquinas y Equipos;180250;0
15;02;01;29;06;;Equipos Informáticos;309000;0
15;02;01;29;07;;Programas Informáticos;340841;0
15;02;01;34;;;SERVICIO DE LA DEUDA;4000;0
15;02;01;34;07;;Deuda Flotante;4000;0
15;02;01;35;;;SALDO FINAL DE CAJA;48000;0
