Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
13;05;03;09;;;APORTE FISCAL;26013541;0
13;05;03;09;01;;Libre;26013541;0
13;05;03;10;;;VENTA DE ACTIVOS NO FINANCIEROS;3090;0
13;05;03;10;03;;Vehículos;3090;0
13;05;03;12;;;RECUPERACIÓN DE PRÉSTAMOS;10;0
13;05;03;12;10;;Ingresos por Percibir;10;0
13;05;03;21;;;GASTOS EN PERSONAL;13063317;0
13;05;03;22;;;BIENES Y SERVICIOS DE CONSUMO;10634031;0
13;05;03;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
13;05;03;23;03;;Prestaciones Sociales del Empleador;10;0
13;05;03;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;2319283;0
13;05;03;29;03;;Vehículos;1814636;0
13;05;03;29;05;;Máquinas y Equipos;504647;0
