Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
09;09;03;05;;;TRANSFERENCIAS CORRIENTES;1043566;0
09;09;03;05;02;;Del Gobierno Central;1043566;0
09;09;03;05;02;008;Ley N° 20.595 y Sistema Chile Solidario;1043566;0
09;09;03;08;;;OTROS INGRESOS CORRIENTES;3749730;0
09;09;03;08;99;;Otros;3749730;0
09;09;03;09;;;APORTE FISCAL;341461913;0
09;09;03;09;01;;Libre;341461913;0
09;09;03;15;;;SALDO INICIAL DE CAJA;1000;0
09;09;03;24;;;TRANSFERENCIAS CORRIENTES;300416409;0
09;09;03;24;01;;Al Sector Privado;300061727;0
09;09;03;24;01;189;Programa  de Becas Indígenas;27727844;0
09;09;03;24;01;232;Programa de Campamentos  Recreativos para Escolares;1421347;0
09;09;03;24;01;235;Programa Especial de Utiles Escolares;7643187;0
09;09;03;24;01;236;Residencia Familiar Estudiantil;7962774;0
09;09;03;24;01;238;Programa Especial de Becas Art.56 Ley N° 18.681;4997038;0
09;09;03;24;01;250;Programa de Becas Presidente de  la República;26854830;0
09;09;03;24;01;251;Subsidio para la Prueba de Selección Universitaria;5815185;0
09;09;03;24;01;252;Becas de Mantención  para Educación Superior;195978596;0
09;09;03;24;01;257;Tarjeta  Nacional del Estudiante;8755000;0
09;09;03;24;01;259;Bonificación de Prácticas Profesionales, Educación Media Técnico Profesional;3781989;0
09;09;03;24;01;260;Becas de Apoyo y Retención Escolar;4856911;0
09;09;03;24;01;266;Asistencialidad Educación Superior Chaitén;76046;0
09;09;03;24;01;267;Beca Polimetales de Arica, Ley  N° 20.590;1060487;0
09;09;03;24;01;268;Beca de Apoyo al Norte Grande y Cerros de Valparaíso;3130493;0
09;09;03;24;03;;A Otras Entidades Públicas;354682;0
09;09;03;24;03;174;Hogares insulares V Región;354682;0
09;09;03;33;;;TRANSFERENCIAS DE CAPITAL;45837800;0
09;09;03;33;01;;Al Sector Privado;45837800;0
09;09;03;33;01;001;Beca Acceso a TIC´s para Estudiantes de 7° Básico con excelencia, de Establecimientos de Educación Particular Subvencionados;10763550;0
09;09;03;33;01;002;Beca Acceso a TIC´s para Estudiantes de 7° Básico, de Establecimientos de Educación del Sector Municipal;35074250;0
09;09;03;34;;;SERVICIO DE LA DEUDA;1000;0
09;09;03;34;07;;Deuda Flotante;1000;0
09;09;03;35;;;SALDO FINAL DE CAJA;1000;0
