Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
09;13;01;05;;;TRANSFERENCIAS CORRIENTES;564286;0
09;13;01;05;03;;De Otras Entidades Públicas;564286;0
09;13;01;05;03;001;Universidades;564286;0
09;13;01;07;;;INGRESOS DE OPERACIÓN;121882;0
09;13;01;15;;;SALDO INICIAL DE CAJA;1000;0
09;13;01;21;;;GASTOS EN PERSONAL;454418;0
09;13;01;22;;;BIENES Y SERVICIOS DE CONSUMO;202401;0
09;13;01;25;;;INTEGROS AL FISCO;25608;0
09;13;01;25;01;;Impuestos;25608;0
09;13;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;2315;0
09;13;01;29;06;;Equipos Informáticos;1238;0
09;13;01;29;07;;Programas Informáticos;1077;0
09;13;01;34;;;SERVICIO DE LA DEUDA;500;0
09;13;01;34;07;;Deuda Flotante;500;0
09;13;01;35;;;SALDO FINAL DE CAJA;1926;0
