Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
05;75;01;08;;;OTROS INGRESOS CORRIENTES;20020;0
05;75;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;20000;0
05;75;01;08;02;;Multas y Sanciones Pecuniarias;10;0
05;75;01;08;99;;Otros;10;0
05;75;01;09;;;APORTE FISCAL;3944783;0
05;75;01;09;01;;Libre;3944783;0
05;75;01;15;;;SALDO INICIAL DE CAJA;1000;0
05;75;01;21;;;GASTOS EN PERSONAL;2622461;0
05;75;01;22;;;BIENES Y SERVICIOS DE CONSUMO;821570;0
05;75;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
05;75;01;23;03;;Prestaciones Sociales del Empleador;10;0
05;75;01;24;;;TRANSFERENCIAS CORRIENTES;385944;0
05;75;01;24;01;;Al Sector Privado;385944;0
05;75;01;24;01;050;Pagos Art. 39 Ley N°19.175;385944;0
05;75;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;134818;0
05;75;01;29;03;;Vehículos;22042;0
05;75;01;29;04;;Mobiliario y Otros;15656;0
05;75;01;29;05;;Máquinas y Equipos;15922;0
05;75;01;29;06;;Equipos Informáticos;34647;0
05;75;01;29;07;;Programas Informáticos;46551;0
05;75;01;34;;;SERVICIO DE LA DEUDA;1000;0
05;75;01;34;07;;Deuda Flotante;1000;0
