Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
05;62;01;08;;;OTROS INGRESOS CORRIENTES;20020;0
05;62;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;20000;0
05;62;01;08;02;;Multas y Sanciones Pecuniarias;10;0
05;62;01;08;99;;Otros;10;0
05;62;01;09;;;APORTE FISCAL;3951485;0
05;62;01;09;01;;Libre;3951485;0
05;62;01;15;;;SALDO INICIAL DE CAJA;1000;0
05;62;01;21;;;GASTOS EN PERSONAL;2856281;0
05;62;01;22;;;BIENES Y SERVICIOS DE CONSUMO;514800;0
05;62;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
05;62;01;23;03;;Prestaciones Sociales del Empleador;10;0
05;62;01;24;;;TRANSFERENCIAS CORRIENTES;468450;0
05;62;01;24;01;;Al Sector Privado;468450;0
05;62;01;24;01;050;Pagos Art. 39 Ley N°19.175;468450;0
05;62;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;131964;0
05;62;01;29;03;;Vehículos;50470;0
05;62;01;29;06;;Equipos Informáticos;37193;0
05;62;01;29;07;;Programas Informáticos;44301;0
05;62;01;34;;;SERVICIO DE LA DEUDA;1000;0
05;62;01;34;07;;Deuda Flotante;1000;0
