Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
16;35;01;05;;;TRANSFERENCIAS CORRIENTES;67627342;0
16;35;01;05;02;;Del Gobierno Central;67627342;0
16;35;01;05;02;007;Fondo Nacional de Salud - Atención Primaria;23425465;0
16;35;01;05;02;008;Fondo Nacional de Salud - Prestaciones Valoradas;13410200;0
16;35;01;05;02;009;Fondo Nacional de Salud - Prestaciones Institucionales;30616414;0
16;35;01;05;02;010;Subsecretaría de Salud Pública;175263;0
16;35;01;07;;;INGRESOS DE OPERACIÓN;1795181;0
16;35;01;08;;;OTROS INGRESOS CORRIENTES;1160470;0
16;35;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;1045784;0
16;35;01;08;02;;Multas y Sanciones Pecuniarias;1845;0
16;35;01;08;99;;Otros;112841;0
16;35;01;12;;;RECUPERACIÓN DE PRÉSTAMOS;149230;0
16;35;01;12;10;;Ingresos por Percibir;149230;0
16;35;01;15;;;SALDO INICIAL DE CAJA;8018;0
16;35;01;21;;;GASTOS EN PERSONAL;38181492;0
16;35;01;22;;;BIENES Y SERVICIOS DE CONSUMO;12874066;0
16;35;01;24;;;TRANSFERENCIAS CORRIENTES;19568007;0
16;35;01;24;01;;Al Sector Privado;91013;0
16;35;01;24;01;395;Programa Especial de Salud de los Pueblos Indígenas;86290;0
16;35;01;24;01;461;Centros de Prevención de Alcoholismo y Salud Mental;4723;0
16;35;01;24;03;;A Otras Entidades Públicas;19476994;0
16;35;01;24;03;298;Atención Primaria, Ley N° 19.378;19476994;0
16;35;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;108643;0
16;35;01;29;04;;Mobiliario y Otros;108643;0
16;35;01;35;;;SALDO FINAL DE CAJA;8033;0
