Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
23;01;01;08;;;OTROS INGRESOS CORRIENTES;2161812;0
23;01;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;2161812;0
23;01;01;09;;;APORTE FISCAL;177934009;0
23;01;01;09;01;;Libre;177934009;0
23;01;01;10;;;VENTA DE ACTIVOS NO FINANCIEROS;1133;0
23;01;01;10;03;;Vehículos;1133;0
23;01;01;21;;;GASTOS EN PERSONAL;127898923;0
23;01;01;22;;;BIENES Y SERVICIOS DE CONSUMO;35470491;0
23;01;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;415953;0
23;01;01;23;01;;Prestaciones Previsionales;415953;0
23;01;01;24;;;TRANSFERENCIAS CORRIENTES;828898;0
23;01;01;24;01;;Al Sector Privado;45370;0
23;01;01;24;01;001;Becas Postgrado;45370;0
23;01;01;24;02;;Al Gobierno Central;783528;0
23;01;01;24;02;001;Programa de Concesiones Ministerio de Justicia;783528;0
23;01;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1469614;0
23;01;01;29;03;;Vehículos;22660;0
23;01;01;29;04;;Mobiliario y Otros;278183;0
23;01;01;29;05;;Máquinas y Equipos;211129;0
23;01;01;29;06;;Equipos Informáticos;199951;0
23;01;01;29;07;;Programas Informáticos;757691;0
23;01;01;31;;;INICIATIVAS DE INVERSIÓN;14013075;0
23;01;01;31;02;;Proyectos;14013075;0
