Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
24;03;01;07;;;INGRESOS DE OPERACIÓN;2767887;0
24;03;01;08;;;OTROS INGRESOS CORRIENTES;214911;0
24;03;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;146587;0
24;03;01;08;99;;Otros;68324;0
24;03;01;09;;;APORTE FISCAL;7730877;0
24;03;01;09;01;;Libre;7730877;0
24;03;01;21;;;GASTOS EN PERSONAL;7624184;0
24;03;01;22;;;BIENES Y SERVICIOS DE CONSUMO;2556345;0
24;03;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
24;03;01;23;03;;Prestaciones Sociales del Empleador;10;0
24;03;01;25;;;INTEGROS AL FISCO;10;0
24;03;01;25;01;;Impuestos;10;0
24;03;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;332276;0
24;03;01;29;04;;Mobiliario y Otros;3742;0
24;03;01;29;05;;Máquinas y Equipos;163770;0
24;03;01;29;06;;Equipos Informáticos;87304;0
24;03;01;29;07;;Programas Informáticos;77460;0
24;03;01;31;;;INICIATIVAS DE INVERSIÓN;200850;0
24;03;01;31;01;;Estudios Básicos;190550;0
24;03;01;31;02;;Proyectos;10300;0
