Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
12;07;01;08;;;OTROS INGRESOS CORRIENTES;98880;0
12;07;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;77250;0
12;07;01;08;99;;Otros;21630;0
12;07;01;09;;;APORTE FISCAL;10101768;0
12;07;01;09;01;;Libre;10101768;0
12;07;01;10;;;VENTA DE ACTIVOS NO FINANCIEROS;2060;0
12;07;01;10;03;;Vehículos;2060;0
12;07;01;15;;;SALDO INICIAL DE CAJA;10000;0
12;07;01;21;;;GASTOS EN PERSONAL;6481705;0
12;07;01;22;;;BIENES Y SERVICIOS DE CONSUMO;3556176;0
12;07;01;25;;;INTEGROS AL FISCO;6180;0
12;07;01;25;01;;Impuestos;6180;0
12;07;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;157647;0
12;07;01;29;03;;Vehículos;14420;0
12;07;01;29;04;;Mobiliario y Otros;1854;0
12;07;01;29;05;;Máquinas y Equipos;19884;0
12;07;01;29;06;;Equipos Informáticos;30643;0
12;07;01;29;07;;Programas Informáticos;90846;0
12;07;01;34;;;SERVICIO DE LA DEUDA;1000;0
12;07;01;34;07;;Deuda Flotante;1000;0
12;07;01;35;;;SALDO FINAL DE CAJA;10000;0
