Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
27;02;03;09;;;APORTE FISCAL;14074181;0
27;02;03;09;01;;Libre;14074181;0
27;02;03;15;;;SALDO INICIAL DE CAJA;500;0
27;02;03;21;;;GASTOS EN PERSONAL;56377;0
27;02;03;22;;;BIENES Y SERVICIOS DE CONSUMO;267730;0
27;02;03;24;;;TRANSFERENCIAS CORRIENTES;13750074;0
27;02;03;24;01;;Al Sector Privado;12783934;0
27;02;03;24;01;007;Atención, Protección y Reparación Integral de Violencias contra las Mujeres;11522889;0
27;02;03;24;01;008;Prevención Integral de Violencias contra las Mujeres;1261045;0
27;02;03;24;02;;Al Gobierno Central;966140;0
27;02;03;24;02;001;Servicio Nacional de la Mujer y la Equidad de Género - Programa 01;885150;0
27;02;03;24;02;002;Policia de Investigaciones de Chile;80990;0
27;02;03;34;;;SERVICIO DE LA DEUDA;500;0
27;02;03;34;07;;Deuda Flotante;500;0
