Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
09;01;03;08;;;OTROS INGRESOS CORRIENTES;11903;0
09;01;03;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;5952;0
09;01;03;08;99;;Otros;5951;0
09;01;03;09;;;APORTE FISCAL;30204097;0
09;01;03;09;01;;Libre;30204097;0
09;01;03;15;;;SALDO INICIAL DE CAJA;2000;0
09;01;03;21;;;GASTOS EN PERSONAL;5160169;0
09;01;03;22;;;BIENES Y SERVICIOS DE CONSUMO;846661;0
09;01;03;24;;;TRANSFERENCIAS CORRIENTES;24208169;0
09;01;03;24;03;;A Otras Entidades Públicas;24208169;0
09;01;03;24;03;385;Programa de Educación Intercultural Bilingüe;2478180;0
09;01;03;24;03;620;Alianzas para el Mejoramiento de la Calidad de la Educación y Fomento de la Participación;1236000;0
09;01;03;24;03;621;Programa Educación Técnico Profesional;3146361;0
09;01;03;24;03;901;Asesoría y Apoyo a la Educación Escolar;3605000;0
09;01;03;24;03;902;Educación de Adultos y Reinserción Escolar;9727316;0
09;01;03;24;03;903;Transversalidad Educativa, Convivencia Escolar y Prevención del Consumo de Drogas;2335286;0
09;01;03;24;03;904;Transporte Escolar Rural;1517004;0
09;01;03;24;03;905;Programa de Acceso a la Educación superior;163022;0
09;01;03;26;;;OTROS GASTOS CORRIENTES;1000;0
09;01;03;26;02;;Compensaciones por Daños a Terceros y/o a la Propiedad;1000;0
09;01;03;34;;;SERVICIO DE LA DEUDA;1001;0
09;01;03;34;07;;Deuda Flotante;1001;0
09;01;03;35;;;SALDO FINAL DE CAJA;1000;0
