Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
08;04;01;06;;;RENTAS DE LA PROPIEDAD;8511;0
08;04;01;08;;;OTROS INGRESOS CORRIENTES;4512510;0
08;04;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;810914;0
08;04;01;08;02;;Multas y Sanciones Pecuniarias;90112;0
08;04;01;08;99;;Otros;3611484;0
08;04;01;09;;;APORTE FISCAL;66051705;0
08;04;01;09;01;;Libre;66051705;0
08;04;01;10;;;VENTA DE ACTIVOS NO FINANCIEROS;21537;0
08;04;01;10;03;;Vehículos;21537;0
08;04;01;21;;;GASTOS EN PERSONAL;54884804;0
08;04;01;22;;;BIENES Y SERVICIOS DE CONSUMO;10434528;0
08;04;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;3562606;0
08;04;01;29;04;;Mobiliario y Otros;135960;0
08;04;01;29;05;;Máquinas y Equipos;466235;0
08;04;01;29;06;;Equipos Informáticos;101890;0
08;04;01;29;07;;Programas Informáticos;2389871;0
08;04;01;29;99;;Otros Activos no Financieros;468650;0
08;04;01;31;;;INICIATIVAS DE INVERSIÓN;1712325;0
08;04;01;31;02;;Proyectos;1712325;0
