Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
13;01;02;05;;;TRANSFERENCIAS CORRIENTES;3660775;0
13;01;02;05;02;;Del Gobierno Central;3660775;0
13;01;02;05;02;002;Programa Fondo de Innovación para la Competitividad;2682275;0
13;01;02;05;02;023;De Subsecretaría de Economía FIE a  FIA;978500;0
13;01;02;09;;;APORTE FISCAL;31206472;0
13;01;02;09;01;;Libre;31206472;0
13;01;02;24;;;TRANSFERENCIAS CORRIENTES;34867247;0
13;01;02;24;01;;Al Sector Privado;34867247;0
13;01;02;24;01;371;Instituto de Investigaciones Agropecuarias;16875557;0
13;01;02;24;01;372;Fundación para la Innovación Agraria;10697405;0
13;01;02;24;01;373;Instituto Forestal;3862750;0
13;01;02;24;01;374;Centro de Información de Recursos Naturales;3261397;0
13;01;02;24;01;376;Programa de Apoyo a la Investigación para la Competitividad Agroalimentaria y Forestal;170138;0
