Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
10;07;02;08;;;OTROS INGRESOS CORRIENTES;1231363;0
10;07;02;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;1215335;0
10;07;02;08;99;;Otros;16028;0
10;07;02;09;;;APORTE FISCAL;97535743;0
10;07;02;09;01;;Libre;97535743;0
10;07;02;21;;;GASTOS EN PERSONAL;71179475;0
10;07;02;22;;;BIENES Y SERVICIOS DE CONSUMO;25426625;0
10;07;02;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1248720;0
10;07;02;29;03;;Vehículos;190035;0
10;07;02;29;04;;Mobiliario y Otros;300000;0
10;07;02;29;05;;Máquinas y Equipos;283000;0
10;07;02;29;06;;Equipos Informáticos;17000;0
10;07;02;29;07;;Programas Informáticos;458685;0
10;07;02;31;;;INICIATIVAS DE INVERSIÓN;912286;0
10;07;02;31;02;;Proyectos;912286;0
