Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
13;04;08;09;;;APORTE FISCAL;17713070;0
13;04;08;09;01;;Libre;17713070;0
13;04;08;12;;;RECUPERACIÓN DE PRÉSTAMOS;10;0
13;04;08;12;10;;Ingresos por Percibir;10;0
13;04;08;21;;;GASTOS EN PERSONAL;5638172;0
13;04;08;22;;;BIENES Y SERVICIOS DE CONSUMO;553434;0
13;04;08;24;;;TRANSFERENCIAS CORRIENTES;11444945;0
13;04;08;24;01;;Al Sector Privado;11444945;0
13;04;08;24;01;404;Sistema de Incentivos Ley N° 20.412;11444945;0
13;04;08;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;76529;0
13;04;08;29;05;;Máquinas y Equipos;42539;0
13;04;08;29;07;;Programas Informáticos;30900;0
13;04;08;29;99;;Otros Activos no Financieros;3090;0
