Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
08;11;01;06;;;RENTAS DE LA PROPIEDAD;385425;0
08;11;01;07;;;INGRESOS DE OPERACIÓN;103;0
08;11;01;08;;;OTROS INGRESOS CORRIENTES;60624544;0
08;11;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;75994;0
08;11;01;08;99;;Otros;60548550;0
08;11;01;10;;;VENTA DE ACTIVOS NO FINANCIEROS;2314;0
08;11;01;10;04;;Mobiliario y Otros;2314;0
08;11;01;21;;;GASTOS EN PERSONAL;12891507;0
08;11;01;22;;;BIENES Y SERVICIOS DE CONSUMO;5141846;0
08;11;01;24;;;TRANSFERENCIAS CORRIENTES;37799;0
08;11;01;24;01;;Al Sector Privado;3524;0
08;11;01;24;01;175;Instituto de Estudios Bancarios;3524;0
08;11;01;24;07;;A Organismos Internacionales;34275;0
08;11;01;24;07;001;Asociación de Supervisores Bancarios de las Américas;29600;0
08;11;01;24;07;002;Red Internacional de Educación Financiera  - OCDE;4675;0
08;11;01;25;;;INTEGROS AL FISCO;42731735;0
08;11;01;25;01;;Impuestos;68;0
08;11;01;25;03;;Excedentes de Caja;42731667;0
08;11;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;173253;0
08;11;01;29;04;;Mobiliario y Otros;82935;0
08;11;01;29;05;;Máquinas y Equipos;28063;0
08;11;01;29;06;;Equipos Informáticos;9210;0
08;11;01;29;07;;Programas Informáticos;53045;0
08;11;01;35;;;SALDO FINAL DE CAJA;36246;0
