Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
05;65;01;08;;;OTROS INGRESOS CORRIENTES;20020;0
05;65;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;20000;0
05;65;01;08;02;;Multas y Sanciones Pecuniarias;10;0
05;65;01;08;99;;Otros;10;0
05;65;01;09;;;APORTE FISCAL;4696008;0
05;65;01;09;01;;Libre;4696008;0
05;65;01;15;;;SALDO INICIAL DE CAJA;1000;0
05;65;01;21;;;GASTOS EN PERSONAL;3235625;0
05;65;01;22;;;BIENES Y SERVICIOS DE CONSUMO;606903;0
05;65;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
05;65;01;23;03;;Prestaciones Sociales del Empleador;10;0
05;65;01;24;;;TRANSFERENCIAS CORRIENTES;751900;0
05;65;01;24;01;;Al Sector Privado;751900;0
05;65;01;24;01;050;Pagos Art. 39 Ley N°19.175;751900;0
05;65;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;121590;0
05;65;01;29;04;;Mobiliario y Otros;15450;0
05;65;01;29;05;;Máquinas y Equipos;32361;0
05;65;01;29;06;;Equipos Informáticos;46109;0
05;65;01;29;07;;Programas Informáticos;27670;0
05;65;01;34;;;SERVICIO DE LA DEUDA;1000;0
05;65;01;34;07;;Deuda Flotante;1000;0
