Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
13;04;01;05;;;TRANSFERENCIAS CORRIENTES;489250;0
13;04;01;05;02;;Del Gobierno Central;489250;0
13;04;01;05;02;023;De Subsecretaría de Economía FIE - Certificación Electrónica;489250;0
13;04;01;06;;;RENTAS DE LA PROPIEDAD;89700;0
13;04;01;07;;;INGRESOS DE OPERACIÓN;12440266;0
13;04;01;08;;;OTROS INGRESOS CORRIENTES;1305657;0
13;04;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;1305637;0
13;04;01;08;02;;Multas y Sanciones Pecuniarias;10;0
13;04;01;08;99;;Otros;10;0
13;04;01;09;;;APORTE FISCAL;11511248;0
13;04;01;09;01;;Libre;11511248;0
13;04;01;21;;;GASTOS EN PERSONAL;20383133;0
13;04;01;22;;;BIENES Y SERVICIOS DE CONSUMO;2849108;0
13;04;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
13;04;01;23;03;;Prestaciones Sociales del Empleador;10;0
13;04;01;24;;;TRANSFERENCIAS CORRIENTES;184796;0
13;04;01;24;01;;Al Sector Privado;184796;0
13;04;01;24;01;407;Fondo Mejoramiento Patrimonio Sanitario;184786;0
13;04;01;24;01;601;Emergencias Sanitarias;10;0
13;04;01;25;;;INTEGROS AL FISCO;135175;0
13;04;01;25;01;;Impuestos;135175;0
13;04;01;26;;;OTROS GASTOS CORRIENTES;10;0
13;04;01;26;02;;Compensaciones por Daños a Terceros y/o a la Propiedad;10;0
13;04;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1746466;0
13;04;01;29;03;;Vehículos;649814;0
13;04;01;29;04;;Mobiliario y Otros;14582;0
13;04;01;29;05;;Máquinas y Equipos;803;0
13;04;01;29;06;;Equipos Informáticos;278100;0
13;04;01;29;07;;Programas Informáticos;803167;0
13;04;01;31;;;INICIATIVAS DE INVERSIÓN;537423;0
13;04;01;31;02;;Proyectos;537423;0
