Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
05;68;01;08;;;OTROS INGRESOS CORRIENTES;20020;0
05;68;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;20000;0
05;68;01;08;02;;Multas y Sanciones Pecuniarias;10;0
05;68;01;08;99;;Otros;10;0
05;68;01;09;;;APORTE FISCAL;5335688;0
05;68;01;09;01;;Libre;5335688;0
05;68;01;15;;;SALDO INICIAL DE CAJA;1000;0
05;68;01;21;;;GASTOS EN PERSONAL;3874820;0
05;68;01;22;;;BIENES Y SERVICIOS DE CONSUMO;615878;0
05;68;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
05;68;01;23;03;;Prestaciones Sociales del Empleador;10;0
05;68;01;24;;;TRANSFERENCIAS CORRIENTES;725059;0
05;68;01;24;01;;Al Sector Privado;725059;0
05;68;01;24;01;050;Pagos Art. 39 Ley N°19.175;725059;0
05;68;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;139941;0
05;68;01;29;03;;Vehículos;17510;0
05;68;01;29;04;;Mobiliario y Otros;15450;0
05;68;01;29;06;;Equipos Informáticos;87633;0
05;68;01;29;07;;Programas Informáticos;19348;0
05;68;01;34;;;SERVICIO DE LA DEUDA;1000;0
05;68;01;34;07;;Deuda Flotante;1000;0
