Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
07;03;01;08;;;OTROS INGRESOS CORRIENTES;10533788;0
07;03;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;35238;0
07;03;01;08;99;;Otros;10498550;0
07;03;01;09;;;APORTE FISCAL;26367000;0
07;03;01;09;01;;Libre;26367000;0
07;03;01;15;;;SALDO INICIAL DE CAJA;10;0
07;03;01;21;;;GASTOS EN PERSONAL;5549350;0
07;03;01;22;;;BIENES Y SERVICIOS DE CONSUMO;2931135;0
07;03;01;24;;;TRANSFERENCIAS CORRIENTES;28016783;0
07;03;01;24;01;;Al Sector Privado;1262952;0
07;03;01;24;01;079;Apoyo a  Actividades Pesca Artesanal;17216;0
07;03;01;24;01;085;Apoyo Operacional Plataforma Científica;1245736;0
07;03;01;24;02;;Al Gobierno Central;21486199;0
07;03;01;24;02;011;Fondo de Administración Pesquero;4979047;0
07;03;01;24;02;012;Subsecretaría de Economia y Empresas de Menor Tamaño;16507152;0
07;03;01;24;03;;A Otras Entidades Públicas;5267632;0
07;03;01;24;03;054;Fondo de Investigación Pesquera;5172115;0
07;03;01;24;03;501;Comités Científicos Técnicos;95517;0
07;03;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;403530;0
07;03;01;29;03;;Vehículos;50097;0
07;03;01;29;04;;Mobiliario y Otros;21315;0
07;03;01;29;06;;Equipos Informáticos;120780;0
07;03;01;29;07;;Programas Informáticos;211338;0
