Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
19;01;05;07;;;INGRESOS DE OPERACIÓN;767905;0
19;01;05;08;;;OTROS INGRESOS CORRIENTES;9074;0
19;01;05;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;9074;0
19;01;05;09;;;APORTE FISCAL;10199395;0
19;01;05;09;01;;Libre;10199395;0
19;01;05;15;;;SALDO INICIAL DE CAJA;1000;0
19;01;05;21;;;GASTOS EN PERSONAL;7390345;0
19;01;05;22;;;BIENES Y SERVICIOS DE CONSUMO;3067788;0
19;01;05;25;;;INTEGROS AL FISCO;122951;0
19;01;05;25;01;;Impuestos;122951;0
19;01;05;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;318236;0
19;01;05;29;04;;Mobiliario y Otros;5346;0
19;01;05;29;05;;Máquinas y Equipos;42766;0
19;01;05;29;06;;Equipos Informáticos;102637;0
19;01;05;29;07;;Programas Informáticos;167487;0
19;01;05;31;;;INICIATIVAS DE INVERSIÓN;76054;0
19;01;05;31;02;;Proyectos;76054;0
19;01;05;34;;;SERVICIO DE LA DEUDA;1000;0
19;01;05;34;07;;Deuda Flotante;1000;0
19;01;05;35;;;SALDO FINAL DE CAJA;1000;0
