Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
05;64;01;06;;;RENTAS DE LA PROPIEDAD;23865;0
05;64;01;08;;;OTROS INGRESOS CORRIENTES;20020;0
05;64;01;08;01;;Recuperaciones y Reembolsos por Licencias Médicas;20000;0
05;64;01;08;02;;Multas y Sanciones Pecuniarias;10;0
05;64;01;08;99;;Otros;10;0
05;64;01;09;;;APORTE FISCAL;4192018;0
05;64;01;09;01;;Libre;4192018;0
05;64;01;15;;;SALDO INICIAL DE CAJA;1000;0
05;64;01;21;;;GASTOS EN PERSONAL;2878447;0
05;64;01;22;;;BIENES Y SERVICIOS DE CONSUMO;738033;0
05;64;01;23;;;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
05;64;01;23;03;;Prestaciones Sociales del Empleador;10;0
05;64;01;24;;;TRANSFERENCIAS CORRIENTES;458650;0
05;64;01;24;01;;Al Sector Privado;458650;0
05;64;01;24;01;050;Pagos Art. 39 Ley N°19.175;458650;0
05;64;01;29;;;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;160763;0
05;64;01;29;03;;Vehículos;34114;0
05;64;01;29;04;;Mobiliario y Otros;9270;0
05;64;01;29;05;;Máquinas y Equipos;12360;0
05;64;01;29;06;;Equipos Informáticos;46350;0
05;64;01;29;07;;Programas Informáticos;58669;0
05;64;01;34;;;SERVICIO DE LA DEUDA;1000;0
05;64;01;34;07;;Deuda Flotante;1000;0
